generacion,optimal,avg,dominio
0,10.00414686323371,10.006417254381773,"[  21.8397432  -101.80815915  300.           21.42581811 -109.82755003
   70.           29.35575304 -113.74613667   70.           28.41851567
 -109.34906918   70.           32.35732157 -117.27008402   70.
   14.42268612 -106.43320642  140.           30.52946666 -103.12544849
  300.           26.47139387  -93.49826411  300.           27.77661697
  -99.84459583  300.           19.67183464 -100.53144862  300.
   29.50290019 -105.08494807  300.           14.13351783  -86.27686664
  140.           23.3892675  -112.80810754  300.           18.14307026
  -88.46888741   70.           29.68555084  -96.44582695  300.
   29.84505291 -105.34294341   70.           17.86773997  -95.39560122
  300.           31.54076551  -91.23113247   70.           16.83793394
 -114.51609053   70.           25.05965447 -105.31529061  140.        ]"
1,10.00414686323371,10.006480972874359,"[  21.8397432  -101.80815915  300.           21.42581811 -109.82755003
   70.           29.35575304 -113.74613667   70.           28.41851567
 -109.34906918   70.           32.35732157 -117.27008402   70.
   14.42268612 -106.43320642  140.           30.52946666 -103.12544849
  300.           26.47139387  -93.49826411  300.           27.77661697
  -99.84459583  300.           19.67183464 -100.53144862  300.
   29.50290019 -105.08494807  300.           14.13351783  -86.27686664
  140.           23.3892675  -112.80810754  300.           18.14307026
  -88.46888741   70.           29.68555084  -96.44582695  300.
   29.84505291 -105.34294341   70.           17.86773997  -95.39560122
  300.           31.54076551  -91.23113247   70.           16.83793394
 -114.51609053   70.           25.05965447 -105.31529061  140.        ]"
