generacion,optimal,avg,dominio
10,10.004416971608205,10.00752526052004,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
11,10.004416971608205,10.007624418219525,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
12,10.004416971608205,10.007545850779287,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
13,10.004416971608205,10.007462906532972,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
14,10.004416971608205,10.007657885510568,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
15,10.004416971608205,10.007661761634786,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
16,10.004416971608205,10.00742843656081,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
17,10.004416971608205,10.007382653248703,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
18,10.004416971608205,10.007327597615985,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
19,10.004416971608205,10.00744514111948,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
20,10.004416971608205,10.007236867276717,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
21,10.004416971608205,10.007390724402192,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
22,10.004416971608205,10.007509841479854,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
23,10.004416971608205,10.007476753137569,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
24,10.004416971608205,10.007418363333738,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
25,10.004416971608205,10.007455843745907,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394  140.           18.52029741 -117.49190646
   70.           20.5758989  -104.06657801  140.           31.5889111
 -111.71217586  140.           29.56110212  -89.10566813  300.        ]"
26,10.004400419990601,10.007517677658546,"[  24.13819429 -103.71376585  140.           33.36204125 -115.01757012
   70.           21.29710025  -94.28966868  140.           26.52315624
 -111.6113381    70.           32.44500362  -99.75334497  300.
   19.95077626 -100.71583151  300.           32.00702062  -86.49377616
   70.           20.07253412 -105.31763205  140.           29.55031335
 -106.22779125  300.           24.54979109  -98.16800594  140.
   18.2568221   -96.97901336   70.           23.07789966  -88.4319708
  300.           31.58665078 -113.25964932  300.           29.56146091
  -96.02408155  300.           24.16746404  -89.56087843  140.        ]"
27,10.004400419990601,10.007686330204423,"[  24.13819429 -103.71376585  140.           33.36204125 -115.01757012
   70.           21.29710025  -94.28966868  140.           26.52315624
 -111.6113381    70.           32.44500362  -99.75334497  300.
   19.95077626 -100.71583151  300.           32.00702062  -86.49377616
   70.           20.07253412 -105.31763205  140.           29.55031335
 -106.22779125  300.           24.54979109  -98.16800594  140.
   18.2568221   -96.97901336   70.           23.07789966  -88.4319708
  300.           31.58665078 -113.25964932  300.           29.56146091
  -96.02408155  300.           24.16746404  -89.56087843  140.        ]"
28,10.004400419990601,10.007752815584276,"[  24.13819429 -103.71376585  140.           33.36204125 -115.01757012
   70.           21.29710025  -94.28966868  140.           26.52315624
 -111.6113381    70.           32.44500362  -99.75334497  300.
   19.95077626 -100.71583151  300.           32.00702062  -86.49377616
   70.           20.07253412 -105.31763205  140.           29.55031335
 -106.22779125  300.           24.54979109  -98.16800594  140.
   18.2568221   -96.97901336   70.           23.07789966  -88.4319708
  300.           31.58665078 -113.25964932  300.           29.56146091
  -96.02408155  300.           24.16746404  -89.56087843  140.        ]"
29,10.004374391422823,10.007693226140688,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
30,10.004374391422823,10.007534409110015,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
31,10.004374391422823,10.007592406675549,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
32,10.004374391422823,10.007535401069092,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
33,10.004374391422823,10.007507586259527,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
34,10.004374391422823,10.007440613104727,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
35,10.004374391422823,10.007608152323247,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
36,10.004374391422823,10.007536230990047,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
37,10.004374391422823,10.007666829945535,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
38,10.004374391422823,10.00775925305684,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
39,10.004374391422823,10.007437766633215,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
40,10.004374391422823,10.007534457097437,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
41,10.004374391422823,10.007443894695724,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
42,10.004374391422823,10.00757065427098,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
43,10.004374391422823,10.007705550056047,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
44,10.004374391422823,10.007759992045072,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
45,10.004374391422823,10.007535851229663,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
46,10.004374391422823,10.007463988827089,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
47,10.004374391422823,10.007564313302549,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
48,10.004374391422823,10.007807663598768,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
49,10.004374391422823,10.007879043454155,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
50,10.004374391422823,10.00789775607236,"[  25.6530926  -108.41037577  140.           27.09513277  -99.72371603
  140.           25.84622072 -116.95335623  300.           17.7700957
  -96.76921443  300.           22.612155    -90.80756501  300.
   28.49117248 -100.54719461   70.           32.32065629 -104.19515884
   70.           29.15682546  -88.26642546   70.           21.00128789
  -99.9309075   140.           30.99380086 -116.00624652  140.
   26.53835554  -95.92314394   70.           21.21526293 -101.87379417
  300.           32.02634926  -98.9624459    70.           31.05251163
 -110.09499226  140.           25.19888459  -95.26979642  140.        ]"
