generacion,optimal,avg,dominio
129,10105.0,10840.93,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
130,10105.0,10842.11,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
131,10105.0,10848.75,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
132,10105.0,10833.24,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
133,10105.0,10848.6,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
134,10105.0,10845.75,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
135,10105.0,10833.24,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
136,10105.0,10845.63,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
137,10105.0,10822.79,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
138,10105.0,10856.33,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
139,10105.0,10832.01,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
140,10105.0,10817.15,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
141,10105.0,10831.94,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
142,10105.0,10810.06,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
143,10105.0,10820.8,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
144,10105.0,10803.0,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
145,10105.0,10815.78,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
146,10105.0,10799.36,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
147,10105.0,10755.52,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
148,10105.0,10783.33,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
149,10105.0,10798.56,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
150,10105.0,10816.47,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
151,10105.0,10851.45,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
152,10105.0,10810.09,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
153,10105.0,10820.66,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
154,10105.0,10813.42,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
155,10105.0,10786.41,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
156,10105.0,10796.16,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
157,10105.0,10818.84,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
158,10105.0,10849.17,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
159,10105.0,10839.06,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
160,10105.0,10839.57,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
161,10105.0,10802.16,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
162,10105.0,10827.08,"[0.23622848 0.92699232 0.6204326  0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
163,10090.0,10838.36,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
164,10090.0,10842.34,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
165,10090.0,10803.2,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
166,10090.0,10810.6,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
167,10090.0,10824.96,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
168,10090.0,10825.95,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
169,10090.0,10858.0,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
170,10090.0,10844.72,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
171,10090.0,10834.8,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
172,10090.0,10829.55,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
173,10090.0,10835.86,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
174,10090.0,10838.66,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
175,10090.0,10809.18,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
176,10090.0,10804.86,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
177,10090.0,10825.1,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
178,10090.0,10834.72,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
179,10090.0,10836.57,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
180,10090.0,10833.47,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
181,10090.0,10819.07,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
182,10090.0,10826.46,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
183,10090.0,10824.96,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
184,10090.0,10789.79,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
185,10090.0,10783.62,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
186,10090.0,10813.18,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
187,10090.0,10788.66,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
188,10090.0,10797.53,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
189,10090.0,10809.2,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
190,10090.0,10811.02,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
191,10090.0,10831.95,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
192,10090.0,10813.77,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
193,10090.0,10802.39,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
194,10090.0,10794.86,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
195,10090.0,10834.04,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
196,10090.0,10830.11,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
197,10090.0,10820.28,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
198,10090.0,10827.66,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
199,10090.0,10815.31,"[0.72033347 0.62225921 0.54897313 0.91962628 0.4207299  0.904559
 0.93454931 0.98267231 0.92920294 0.76209482 0.73319609 0.76583278
 0.49879663 0.98787183 0.94827366]"
